CLIENTNUM,Income_Category,Total_Trans_Amt
717095733,Less than $40K,4284
813338733,Unknown,4477
787536933,Less than $40K,4768
714384783,Less than $40K,2017
713847858,Less than $40K,1849
809809008,Less than $40K,4570
719446833,Less than $40K,4214
720570333,Less than $40K,4786
815308683,$80K - $120K,3101
810875958,Less than $40K,2473
717775608,$80K - $120K,4850
718766058,$80K - $120K,2123
710656683,Less than $40K,4442
768390708,$80K - $120K,4006
713263758,Less than $40K,5085
754564308,$40K - $60K,3601
827890758,Less than $40K,3785
779945508,Less than $40K,3808
720807183,$80K - $120K,3281
709309308,$80K - $120K,1704
715844733,$60K - $80K,4596
712332183,$80K - $120K,3934
790123983,Less than $40K,4297
711721458,Less than $40K,2329
716860233,Less than $40K,4124
714678408,Less than $40K,4727
708798483,Unknown,2567
708501783,$120K +,1868
713645883,Less than $40K,5202
718622658,$80K - $120K,4472
710641008,Less than $40K,2473
718547358,$40K - $60K,3863
716177583,Less than $40K,4722
713417433,$40K - $60K,4496
713043183,$40K - $60K,4313
719328858,$60K - $80K,2342
718501983,$60K - $80K,4682
803800533,$40K - $60K,2866
712817808,$60K - $80K,2045
811697958,Less than $40K,4451
817089408,$60K - $80K,4413
803406558,Unknown,4189
717297708,Unknown,4439
808756458,$80K - $120K,3821
718352358,Less than $40K,2687
780638958,$40K - $60K,4483
721026033,Less than $40K,2673
719894433,Less than $40K,2492
812493033,$40K - $60K,5102
718256658,Less than $40K,4554
711421233,$60K - $80K,4969
710335983,Less than $40K,4297
720108783,Unknown,4328
818259558,Less than $40K,3951
708511983,$80K - $120K,3950
708838908,$40K - $60K,3192
778720533,Less than $40K,2141
793015083,Unknown,4481
821336133,Less than $40K,3927
713905608,Less than $40K,3270
779164608,Less than $40K,4224
714835833,$80K - $120K,4192
713321508,Less than $40K,4579
708992733,Less than $40K,4759
709488108,$40K - $60K,1841
716094333,$80K - $120K,2750
778567983,$40K - $60K,4512
712178883,$40K - $60K,3592
717490008,$80K - $120K,4282
718282983,Less than $40K,4522
747208083,$40K - $60K,4344
820276908,$40K - $60K,2232
711062958,$120K +,3462
767256933,$60K - $80K,4852
712568358,$60K - $80K,3115
789182358,$80K - $120K,3991
716989683,$80K - $120K,3331
827968383,Less than $40K,4084
819647358,$60K - $80K,2413
788966958,Unknown,4613
789502308,Less than $40K,2379
756458508,$60K - $80K,3309
714643983,Less than $40K,4119
711606558,Less than $40K,4697
824155458,$80K - $120K,4674
710445183,$120K +,4076
802834158,$60K - $80K,1934
712038258,$80K - $120K,2538
712864683,Less than $40K,1693
813971283,$80K - $120K,3623
764211033,Less than $40K,4483
721424583,Less than $40K,4237
713886333,$60K - $80K,1682
711741708,$80K - $120K,2302
794217108,$120K +,3694
715339758,Unknown,4168
709610283,Less than $40K,4544
714575208,$40K - $60K,4192
716758908,$120K +,4492
778915233,Less than $40K,2377
789466008,$60K - $80K,3578
716635758,$40K - $60K,4345
771819258,$120K +,4561
713451408,$60K - $80K,3392
780146658,$40K - $60K,1633
711675108,Less than $40K,3956
755467683,Less than $40K,2403
792864858,Less than $40K,2311
713009208,Less than $40K,4292
772231233,Less than $40K,4250
720510333,$40K - $60K,4574
780199233,$120K +,4478
711700158,Less than $40K,4384
788275083,$60K - $80K,4678
708804633,Less than $40K,2888
714479358,$80K - $120K,2216
711406758,Less than $40K,4385
821424483,Less than $40K,4242
769438608,Less than $40K,2522
822068583,Unknown,3946
711371208,Unknown,4490
788832033,$40K - $60K,3015
713452533,Less than $40K,3427
720212508,Less than $40K,3325
717825033,$60K - $80K,4509
779926608,Less than $40K,4697
713608383,Less than $40K,1632
710125608,Less than $40K,4756
712724733,Less than $40K,3959
714195108,Unknown,4077
720867708,Less than $40K,2335
752573508,$40K - $60K,3718
768661758,$120K +,4919
721126833,$80K - $120K,2038
716093133,$40K - $60K,3831
771092433,Less than $40K,4434
712807758,Less than $40K,2476
721514883,$80K - $120K,4657
824140908,$120K +,1246
712971708,Less than $40K,4648
716471508,$120K +,4350
782548758,Less than $40K,5668
720444408,Less than $40K,2576
714292533,Less than $40K,3593
709585758,$120K +,4004
712096758,$40K - $60K,4504
811463283,$80K - $120K,3283
789358908,Less than $40K,2562
718146258,$60K - $80K,3737
710779083,Less than $40K,4338
709166883,Unknown,4121
712554183,$40K - $60K,4070
714766383,Less than $40K,4992
714157908,Less than $40K,3795
714588408,Less than $40K,4446
719627133,Less than $40K,3965
714125883,$80K - $120K,3696
712865583,$40K - $60K,3939
779363283,$60K - $80K,4376
779224758,Less than $40K,3828
718775808,Unknown,5153
710267583,Unknown,3914
711305208,$60K - $80K,4354
717531483,$60K - $80K,4444
709170108,$40K - $60K,1522
716056158,$60K - $80K,2395
711326583,Less than $40K,4274
715406658,Less than $40K,2738
712814658,Less than $40K,4755
773228133,Less than $40K,2437
710453283,Less than $40K,4107
795266208,$120K +,4493
779090883,Less than $40K,3478
712309758,$40K - $60K,4351
716625033,Less than $40K,2753
790112133,$40K - $60K,4388
797238108,Less than $40K,3915
716782758,$60K - $80K,2013
715588008,$80K - $120K,2333
713977308,$120K +,3820
719059083,Less than $40K,4129
708797583,Unknown,2576
708809283,$40K - $60K,2414
771529608,$120K +,4538
715776033,$60K - $80K,4116
778619358,Less than $40K,4754
715717608,Less than $40K,4813
789204933,Less than $40K,4511
711100608,$60K - $80K,2574
713591283,Unknown,4389
719344608,Less than $40K,4313
787659483,Less than $40K,4223
822948708,Less than $40K,3108
710080383,$40K - $60K,4417
715596783,Less than $40K,4333
798773208,Unknown,3691
768624258,Less than $40K,2541
721412208,Less than $40K,3887
708129933,Less than $40K,4210
719703483,Less than $40K,4646
710431158,Unknown,3778
816528333,Less than $40K,4546
778760808,Less than $40K,2008
718025808,$60K - $80K,3689
815860008,Less than $40K,5109
780126033,$40K - $60K,2082
720135333,Less than $40K,1753
719174433,Less than $40K,2467
821521983,Unknown,4321
716961933,Less than $40K,4262
712834533,Less than $40K,4119
710544033,$80K - $120K,4715
710622333,$40K - $60K,4386
714277758,$40K - $60K,4064
713166333,Unknown,4467
714346608,$40K - $60K,2220
778284783,$60K - $80K,4617
714721608,$120K +,4190
716453883,$120K +,4423
713876958,Unknown,5036
794967408,$80K - $120K,3863
798481383,Less than $40K,2684
718697583,$60K - $80K,4073
711799458,$40K - $60K,4544
823904133,Unknown,2489
718005108,Less than $40K,3692
717877533,$40K - $60K,3761
711883833,Less than $40K,4752
711646908,$60K - $80K,2010
718171308,Less than $40K,2506
709627983,Less than $40K,4497
716580933,$40K - $60K,4533
713600958,$120K +,3647
772248408,Less than $40K,3366
720196158,$60K - $80K,3350
770024733,$40K - $60K,2520
710912733,Less than $40K,4590
712860858,Unknown,4943
708702258,Unknown,2051
797169633,$120K +,3127
709922508,Less than $40K,5207
712802733,Less than $40K,2965
716981358,Less than $40K,4858
758787333,$120K +,3880
720519333,Unknown,2594
717387933,Less than $40K,3837
738195708,$80K - $120K,3608
708560733,Less than $40K,4715
717001908,Less than $40K,2874
768972558,$120K +,3980
715567608,Less than $40K,3964
716769783,Unknown,3943
719564208,$40K - $60K,2751
716680983,Less than $40K,4924
715719033,Less than $40K,3772
713229633,$40K - $60K,2061
788246958,Unknown,4375
720419358,Less than $40K,4548
772545858,Less than $40K,3808
771431133,Less than $40K,3778
717800358,$80K - $120K,4791
798041508,Less than $40K,1880
710626758,$60K - $80K,3706
718982058,$40K - $60K,4011
791822733,Unknown,4904
718762308,Unknown,3668
716841783,$120K +,5080
794524833,$40K - $60K,4009
721359183,$40K - $60K,4390
715014633,Unknown,2579
714372333,Less than $40K,2256
766946058,$40K - $60K,4010
708549033,Less than $40K,5025
708378108,$40K - $60K,4631
826168083,Less than $40K,4750
779320008,$80K - $120K,2180
715312158,Less than $40K,3895
711688983,$80K - $120K,3060
714393708,$40K - $60K,4913
789477483,Unknown,3847
712481733,Less than $40K,4078
713153733,Less than $40K,2061
780201633,$40K - $60K,2189
709285683,$60K - $80K,4509
789823383,Less than $40K,4532
709980783,Less than $40K,4066
772054458,$60K - $80K,4025
788095158,$80K - $120K,2623
717045033,Unknown,4677
710503308,Unknown,4049
757167633,$60K - $80K,3836
779739783,$60K - $80K,3561
758653833,$40K - $60K,4392
771288258,$40K - $60K,4660
716855058,Less than $40K,2557
708433683,$80K - $120K,4410
713175483,Less than $40K,3745
709500183,Less than $40K,2077
789238683,$120K +,4586
710502258,$60K - $80K,4598
715445058,Less than $40K,2715
719464758,Less than $40K,4219
708442158,Unknown,3801
718524783,$80K - $120K,2128
717093858,Less than $40K,3664
711654558,$60K - $80K,4025
718924983,$60K - $80K,4833
717463608,$40K - $60K,4116
715779333,Less than $40K,3895
708117933,Less than $40K,2469
709239483,$40K - $60K,4622
766456683,Less than $40K,3986
779703258,Less than $40K,4962
709719333,$80K - $120K,4841
717016833,$80K - $120K,4282
711017433,Less than $40K,4416
712777233,Unknown,2701
712706058,Less than $40K,1970
720905133,$80K - $120K,2439
712947333,Less than $40K,1653
806995683,$60K - $80K,2870
720575058,$60K - $80K,4259
770828358,$80K - $120K,4839
721361433,Unknown,4469
789209283,Less than $40K,4518
716204883,$60K - $80K,3935
715506258,$80K - $120K,4477
711871758,Less than $40K,2487
772655733,$80K - $120K,4489
719519058,Less than $40K,2419
716873733,Less than $40K,2639
780383358,$60K - $80K,4683
718522308,$40K - $60K,4045
716308683,Less than $40K,4267
719056833,Less than $40K,3968
712303908,Less than $40K,3407
715572783,$80K - $120K,4573
713641233,Unknown,3553
712854633,Unknown,2845
779340183,Less than $40K,4295
771952683,Less than $40K,3847
716639058,$120K +,3278
779027733,Less than $40K,3718
713368833,$60K - $80K,3906
713926308,Less than $40K,4487
720206658,Less than $40K,1811
708720558,$60K - $80K,3773
713857758,Unknown,1828
711255858,Less than $40K,4141
798717783,Less than $40K,4752
710674533,$60K - $80K,1611
718642458,$80K - $120K,2992
709788783,$40K - $60K,5088
752199183,Unknown,4923
789707433,Unknown,4370
717448383,$80K - $120K,2331
779468808,$40K - $60K,4961
790000608,Less than $40K,3838
770917608,Less than $40K,4656
716307558,Less than $40K,2214
719048133,Less than $40K,3470
771488583,$40K - $60K,4186
717202908,$80K - $120K,4270
720696558,$80K - $120K,4485
788989083,$40K - $60K,4535
720398958,Less than $40K,4340
716530533,Less than $40K,4094
714499908,$40K - $60K,3243
708879483,Less than $40K,5006
716044383,Unknown,4191
781320783,$80K - $120K,2529
711657783,Less than $40K,4617
715423233,$60K - $80K,3539
719264058,Unknown,4305
711120333,$60K - $80K,4278
714100008,Less than $40K,2176
798030933,$60K - $80K,4745
708223383,Unknown,2736
708705783,$60K - $80K,2628
778949133,$80K - $120K,3476
709017258,Less than $40K,2872
709161108,$60K - $80K,1531
716842908,Less than $40K,4986
787513533,Less than $40K,3344
717949983,$40K - $60K,3554
714089658,$60K - $80K,2063
718863258,Less than $40K,2463
717549408,$80K - $120K,3024
807600633,Unknown,5408
770293758,Less than $40K,4830
765584208,Less than $40K,4444
721276383,$40K - $60K,3843
708585933,Less than $40K,4258
713283933,$40K - $60K,2273
714915633,$60K - $80K,1793
709236633,$40K - $60K,4033
827948133,Less than $40K,4535
718946358,$40K - $60K,4348
789670533,$40K - $60K,4300
770942283,Less than $40K,4811
827074758,Less than $40K,5228
818326083,$40K - $60K,4385
712292133,Less than $40K,2107
709449333,$60K - $80K,4097
788840283,Less than $40K,4741
716013858,$80K - $120K,5002
712229283,Unknown,2306
751422258,Less than $40K,3317
715691808,Less than $40K,3955
794273283,$80K - $120K,2709
788838033,$60K - $80K,2832
712778658,Less than $40K,4238
789580908,Less than $40K,4056
778965183,$40K - $60K,4166
714462558,Unknown,4556
800869758,$80K - $120K,3967
807426033,$60K - $80K,3462
720091083,$120K +,4098
711918033,Less than $40K,2050
709679658,$40K - $60K,4846
779296908,Less than $40K,5098
720682308,Unknown,4770
714084483,Unknown,1724
719495958,Less than $40K,2509
789775308,Less than $40K,4880
714726858,Less than $40K,2773
709749483,Less than $40K,4584
710926383,$40K - $60K,4549
717172308,$40K - $60K,1731
771795933,$120K +,2376
785024808,Less than $40K,4464
710277183,$40K - $60K,4317
714647808,Less than $40K,4628
709857033,$40K - $60K,4148
714283458,$80K - $120K,4064
804829533,$60K - $80K,2864
716702358,Less than $40K,4048
720028683,$40K - $60K,3806
757044033,$80K - $120K,3968
719054733,Less than $40K,4673
793336383,Less than $40K,4915
795599883,Unknown,2511
715650783,$60K - $80K,4906
711819708,Unknown,2275
713041683,$120K +,1867
712967508,$60K - $80K,5038
710231433,$60K - $80K,3395
817960533,$60K - $80K,4741
713431008,Unknown,4198
709663608,Less than $40K,1973
754851783,$60K - $80K,4423
808743558,Unknown,4804
778905033,Less than $40K,3889
720844008,Less than $40K,5216
714286383,$120K +,3337
718767183,Less than $40K,4905
712707408,Less than $40K,3919
789859833,Less than $40K,4388
812411058,Less than $40K,2690
712311258,$40K - $60K,4634
778397358,$60K - $80K,2574
715340733,$40K - $60K,4792
797495958,$40K - $60K,4277
720384633,$40K - $60K,3403
810868758,$40K - $60K,2384
719105433,Unknown,4990
715609533,Less than $40K,1887
712160058,Less than $40K,2146
779130108,$40K - $60K,2527
712335858,Less than $40K,4867
789643383,$60K - $80K,3575
717733158,Less than $40K,4197
713205108,$40K - $60K,3873
719749083,Less than $40K,3465
811762383,Less than $40K,4908
708542283,Less than $40K,4399
720667383,Less than $40K,4684
822952158,Less than $40K,4256
716922633,$120K +,2600
709081683,Less than $40K,4208
710211783,Less than $40K,2264
720364158,Unknown,4314
713064783,$40K - $60K,4205
758106108,Less than $40K,4604
711445233,Less than $40K,4653
778912683,Unknown,4778
780496833,Less than $40K,2122
720057183,Less than $40K,3412
789081408,Less than $40K,2527
720634683,Unknown,2456
808732458,$120K +,2838
719947533,Unknown,4585
715452408,Less than $40K,4727
718103733,Less than $40K,4253
788705358,$120K +,3965
772105608,Less than $40K,4246
718396533,$80K - $120K,4527
712949733,$40K - $60K,3536
772036233,$80K - $120K,4320
713285058,Less than $40K,4275
710289783,Less than $40K,2537
780390108,$40K - $60K,5079
720585183,$60K - $80K,3659
711831558,$120K +,3244
710854008,$40K - $60K,3902
717017808,$40K - $60K,4693
823615983,$40K - $60K,1642
807587433,Less than $40K,2229
709987683,Unknown,2798
714435408,$80K - $120K,3297
718994583,Less than $40K,4777
793616883,Less than $40K,5205
779978283,Unknown,4428
713370033,Less than $40K,2014
710482533,$120K +,3863
778830933,$80K - $120K,5308
736145283,$80K - $120K,3591
778718658,Unknown,4062
719482008,$60K - $80K,3354
715004808,Less than $40K,4339
720014358,Less than $40K,4019
718208358,$120K +,3789
713380308,Less than $40K,4092
716477133,Less than $40K,3910
713949858,Less than $40K,1674
827619933,$40K - $60K,3541
779135808,$40K - $60K,4318
719751483,Less than $40K,2567
708219858,$40K - $60K,4295
779681433,$40K - $60K,1519
720169383,$40K - $60K,3707
718056033,Less than $40K,3334
789226683,$60K - $80K,3878
822902508,$40K - $60K,4015
780462183,$80K - $120K,4026
715502808,$80K - $120K,4442
788755158,$60K - $80K,3016
780038058,Less than $40K,2283
709536483,$60K - $80K,1999
712563408,$40K - $60K,2296
771222558,Less than $40K,4467
708145908,$40K - $60K,3999
717755058,Less than $40K,4096
789109983,$40K - $60K,3870
802600233,$40K - $60K,4124
720449208,Less than $40K,4758
719557983,$60K - $80K,4416
766111383,$40K - $60K,4136
789367083,Less than $40K,3778
710538183,Less than $40K,4220
708534033,$40K - $60K,4726
716739258,Less than $40K,3932
788940558,Less than $40K,4224
714722808,$80K - $120K,4153
713249883,$40K - $60K,4572
714207483,$80K - $120K,4125
720068808,Less than $40K,3899
778601733,$40K - $60K,2370
709779258,Less than $40K,4075
713696808,Less than $40K,2252
720044658,$60K - $80K,2720
716373483,Less than $40K,1544
714305508,$40K - $60K,3706
712202433,Less than $40K,3687
716600733,Less than $40K,2572
778372158,$40K - $60K,4747
714176133,Less than $40K,4220
708969633,$80K - $120K,4544
715765758,Less than $40K,4217
803097333,$80K - $120K,5089
710411358,$40K - $60K,2164
715660308,Less than $40K,2612
711866358,$40K - $60K,4429
710738883,Less than $40K,4222
717822108,Less than $40K,4613
714407058,$80K - $120K,3821
710744433,Less than $40K,4077
778959258,Less than $40K,2585
713320008,$80K - $120K,4172
766795983,Less than $40K,4692
716256483,Unknown,4232
712364283,$40K - $60K,3960
714620358,Less than $40K,2196
709145958,Less than $40K,1533
709787733,Unknown,4043
809071083,Less than $40K,4592
716668308,Unknown,3151
708760458,$80K - $120K,3692
720333783,Less than $40K,3822
789212883,Less than $40K,2533
711341433,Unknown,3901
720235608,Less than $40K,4470
716890533,Less than $40K,5377
708491508,$60K - $80K,3856
718542858,$80K - $120K,4623
717750858,Less than $40K,3769
712450008,Unknown,2438
827628408,$80K - $120K,3672
713492583,Less than $40K,2308
718054833,$120K +,2916
788770908,$60K - $80K,4275
710175783,Unknown,4303
715429608,Less than $40K,3520
714058308,Less than $40K,1941
717965808,$40K - $60K,5783
709265208,Less than $40K,4422
713114133,Less than $40K,2092
721349883,Less than $40K,3672
758965158,$80K - $120K,4396
749722908,$120K +,4054
709495833,Less than $40K,1944
717575958,$40K - $60K,2349
714406158,Unknown,2269
767243208,Less than $40K,4193
711515433,Less than $40K,4320
720190908,$60K - $80K,4699
818814933,$40K - $60K,3112
719794383,Less than $40K,5039
709766808,Unknown,3819
709666908,Unknown,4669
794653983,Less than $40K,5245
716593533,$80K - $120K,3651
714113658,$80K - $120K,3992
708776658,$80K - $120K,4444
712225008,$60K - $80K,3998
787450758,$60K - $80K,4712
789099783,Less than $40K,4117
711751533,Less than $40K,4784
708367908,Less than $40K,4390
714951858,Less than $40K,4047
720436008,Less than $40K,4196
718984533,$80K - $120K,4552
716982483,Less than $40K,4497
708681708,Less than $40K,1977
720202008,$40K - $60K,4377
714483033,Unknown,4660
711468708,$40K - $60K,1986
821724483,$40K - $60K,1455
716402508,Less than $40K,4265
721189008,$80K - $120K,4578
712867983,Less than $40K,5177
713814408,$80K - $120K,3667
716671983,$80K - $120K,4141
708252108,$40K - $60K,4065
717212958,$80K - $120K,3153
713048733,$120K +,4054
779841483,Unknown,2238
710701233,Unknown,3890
718837683,$120K +,2394
718127958,Unknown,4174
718685358,Less than $40K,4488
771559158,$80K - $120K,4769
710138883,Less than $40K,1835
711197658,$40K - $60K,4198
709045683,Unknown,3921
708272808,Less than $40K,3542
720292983,Less than $40K,4929
709112508,Less than $40K,2165
712840608,Less than $40K,4078
788920308,Less than $40K,4368
718160358,Less than $40K,2492
719325783,Less than $40K,1909
712885533,$80K - $120K,3291
719268333,Less than $40K,4205
721004133,Less than $40K,4093
714103908,Less than $40K,4515
771502383,Less than $40K,4884
713014533,$40K - $60K,3557
713980383,Unknown,1902
711294258,Less than $40K,4780
719954733,$80K - $120K,4435
711561933,Less than $40K,4256
826077033,Less than $40K,2423
711555483,Unknown,4551
715194183,Less than $40K,2423
716929233,$40K - $60K,5235
709014558,$60K - $80K,4383
710636208,$120K +,3847
815525508,Less than $40K,3894
718746933,Less than $40K,3441
715686183,$40K - $60K,4795
741778458,Less than $40K,3406
801056358,$80K - $120K,3851
709486158,Less than $40K,4530
713826183,$40K - $60K,2242
803342358,$60K - $80K,3382
780292683,$120K +,984
788646858,Less than $40K,4275
711116133,Less than $40K,2461
708584208,Less than $40K,2367
789097833,Less than $40K,4230
709443633,Less than $40K,4770
767280633,Less than $40K,4378
713096583,Less than $40K,2294
721033908,$60K - $80K,4552
756025233,Less than $40K,2437
711977508,Less than $40K,2141
772076208,$80K - $120K,3677
710666583,Less than $40K,2321
712369308,$40K - $60K,1969
794784633,$40K - $60K,4478
716437533,$80K - $120K,4101
715109508,Unknown,5347
795392433,Unknown,4651
712721358,Less than $40K,2059
720118908,Less than $40K,3477
799486158,Less than $40K,4222
718980633,$80K - $120K,4835
717336408,Less than $40K,2452
709546608,Less than $40K,4803
823624158,Unknown,4579
771688983,Less than $40K,4201
708701358,Less than $40K,4000
712048008,$40K - $60K,4127
710712783,Less than $40K,3904
716626008,Unknown,4243
718284408,Less than $40K,3970
717414933,Less than $40K,3818
713032233,Less than $40K,4812
714234858,Less than $40K,4735
714818058,$40K - $60K,4591
708731658,Less than $40K,1587
708706833,Unknown,2466
780100533,$80K - $120K,3586
711712983,$80K - $120K,4503
712549758,Unknown,3749
713348433,$40K - $60K,4477
820599333,Less than $40K,4469
787261008,$60K - $80K,4446
778343958,Less than $40K,3866
788407833,Unknown,4025
760807608,Less than $40K,4751
771108933,Less than $40K,4385
715954158,$40K - $60K,2433
715499058,$40K - $60K,2775
717995958,Unknown,4397
718736883,Less than $40K,3421
721045608,Less than $40K,4554
715215108,Less than $40K,4899
795823383,Less than $40K,3888
718338708,$40K - $60K,3380
713588958,Less than $40K,3655
710120358,$60K - $80K,2229
809582058,$40K - $60K,4410
709199358,Less than $40K,1684
821889858,Unknown,2493
815324433,Less than $40K,4200
793656633,Unknown,5101
713246208,$40K - $60K,4548
711493158,$60K - $80K,4926
721163133,Unknown,3948
826417233,Less than $40K,5089
711619608,$80K - $120K,4584
712244733,Less than $40K,4412
709638783,$40K - $60K,4056
720296808,Unknown,2554
718926258,Unknown,4627
714706083,$60K - $80K,4284
721473783,Less than $40K,4614
712230408,$120K +,3700
716186883,$40K - $60K,4120
715204083,Less than $40K,4990
709283358,Less than $40K,2473
817887408,Less than $40K,3485
789481233,$40K - $60K,2859
718184883,Less than $40K,3878
821157183,Less than $40K,4698
709837308,Unknown,3833
779491908,Unknown,4272
718399233,$40K - $60K,4152
779447358,Less than $40K,4486
710661333,Unknown,2513
789114408,$40K - $60K,4693
710570058,Less than $40K,2512
712681608,Less than $40K,4011
709086933,Less than $40K,4209
709179708,$60K - $80K,3622
711206958,Unknown,4163
823928058,Less than $40K,4509
796330983,Less than $40K,4785
771284658,Less than $40K,2613
779307558,$40K - $60K,4806
788846508,$40K - $60K,4567
783500283,$80K - $120K,5041
802247658,$40K - $60K,2599
795573333,$80K - $120K,4142
721366308,$40K - $60K,3702
720377433,Less than $40K,4593
711243108,$80K - $120K,3835
789351783,Less than $40K,4518
719699208,Less than $40K,4423
720774183,Less than $40K,4300
713590158,$60K - $80K,2042
715547058,Less than $40K,2707
815596608,$40K - $60K,4615
718921683,$80K - $120K,4816
720031908,$60K - $80K,4326
716716083,$80K - $120K,4578
819969933,$40K - $60K,4193
714382608,Less than $40K,4315
720092283,Less than $40K,4379
720531633,Less than $40K,2665
718508883,Less than $40K,2306
708794133,Less than $40K,3197
713447583,$40K - $60K,5480
716107158,Less than $40K,3098
712713108,Unknown,4802
719245083,Less than $40K,4087
708269583,Less than $40K,4014
720234708,$120K +,2429
709436883,$40K - $60K,5000
714140133,Less than $40K,4678
716136333,Less than $40K,2725
715031433,$80K - $120K,4664
810667158,$40K - $60K,4344
715253433,$80K - $120K,5266
809937933,$40K - $60K,4384
708997833,$40K - $60K,4045
718296558,$40K - $60K,2345
780086658,$60K - $80K,2060
708754833,Unknown,4583
788638908,Less than $40K,4278
715607958,Less than $40K,4385
708515358,Less than $40K,4216
716357058,$80K - $120K,2955
714569958,Less than $40K,3852
716822583,Less than $40K,3648
721109358,$60K - $80K,4162
827635083,Unknown,4222
715492983,$120K +,4348
712234308,Unknown,4767
708334158,Less than $40K,3068
812488608,Less than $40K,4908
793345008,Less than $40K,4287
715487733,$40K - $60K,2287
788856408,Unknown,4264
708154833,Less than $40K,2336
721147383,Less than $40K,4087
803973483,Less than $40K,4496
788941983,$40K - $60K,2425
715603233,$40K - $60K,4436
709945458,$60K - $80K,4791
714614133,Less than $40K,2128
768167358,$60K - $80K,4301
737967708,$40K - $60K,4087
712920633,$40K - $60K,4348
780373233,Less than $40K,4985
721384308,$40K - $60K,4763
712242633,Less than $40K,3911
713610933,Less than $40K,4277
714257958,Less than $40K,4220
772172883,$40K - $60K,4893
720204558,Less than $40K,4597
779635533,Unknown,5125
804658833,Less than $40K,4068
756691608,Unknown,4816
806219808,$120K +,5146
826266483,Unknown,4586
775152708,$80K - $120K,1835
787596558,$120K +,4748
803205258,Unknown,4348
716041908,Less than $40K,4383
708837858,Less than $40K,4423
828227433,$60K - $80K,4957
714487458,$40K - $60K,2306
711390333,$80K - $120K,2331
787974108,$40K - $60K,2374
714036258,Less than $40K,4255
788752833,Less than $40K,3857
773108958,$40K - $60K,4439
782437008,Unknown,4717
710729358,Unknown,2539
827423433,Less than $40K,3668
756919683,Less than $40K,4339
779219208,Less than $40K,4811
712342833,Unknown,4042
721121283,$40K - $60K,4289
790006383,$80K - $120K,4221
756989583,$40K - $60K,4418
789942033,$60K - $80K,2237
740784258,Less than $40K,4191
711336033,Unknown,4080
768141558,$40K - $60K,4220
717179508,Less than $40K,4011
716520033,$80K - $120K,4639
783625008,$120K +,3444
769330908,Less than $40K,4134
789396783,Less than $40K,4729
709310433,Less than $40K,4480
713094483,$40K - $60K,4741
770753733,Less than $40K,4854
712659408,$40K - $60K,4578
768475383,$40K - $60K,4007
779655183,$80K - $120K,4054
711278283,Less than $40K,4705
713345508,Less than $40K,4471
711379083,Less than $40K,5124
789144633,$80K - $120K,2001
708393633,Less than $40K,4625
708657033,Less than $40K,3837
717949008,$40K - $60K,2341
788866983,Less than $40K,3383
751283658,$40K - $60K,4306
718243533,$60K - $80K,3880
779754408,$40K - $60K,4349
794866983,Unknown,3812
788552658,Less than $40K,4562
715415508,Unknown,4301
719962458,Less than $40K,4869
712734933,Less than $40K,1952
711796683,Less than $40K,4311
810493458,Unknown,4388
720494058,Less than $40K,4781
717050883,Less than $40K,4183
713163258,Unknown,1959
715659333,$40K - $60K,4508
712414908,Unknown,4992
720175008,$40K - $60K,4055
719876808,$80K - $120K,3902
713334483,$60K - $80K,2263
708360108,$40K - $60K,4869
720676158,Unknown,5223
716631708,$60K - $80K,4027
713025558,Less than $40K,1935
710506683,$40K - $60K,4543
712428333,$80K - $120K,4041
718041033,Less than $40K,5363
709169133,Unknown,3995
718164858,Less than $40K,4642
809565183,Less than $40K,2650
778377183,$120K +,4846
716915133,Less than $40K,4397
771403008,$60K - $80K,4409
787441383,Less than $40K,3989
711345258,$40K - $60K,4751
713685033,Less than $40K,1848
718205283,$40K - $60K,5035
708337683,$60K - $80K,3820
720941433,Less than $40K,2312
710201058,Less than $40K,4198
785218458,$40K - $60K,4333
770740308,$40K - $60K,4691
787493808,Less than $40K,2396
708846183,$60K - $80K,4006
810586833,Unknown,3429
711151383,Less than $40K,2157
712425258,Less than $40K,4260
772063308,$60K - $80K,4155
718574808,Less than $40K,4327
717131283,$40K - $60K,4712
798996183,Less than $40K,4069
716831508,$40K - $60K,3492
715297908,Unknown,2534
813234108,Less than $40K,3895
711027183,$40K - $60K,4946
718812708,$120K +,1882
709505808,Unknown,1918
711267633,Less than $40K,2271
719613783,Less than $40K,4211
719035758,Less than $40K,4917
708473133,Less than $40K,4588
712996833,Unknown,4309
720963258,Less than $40K,2675
819606258,$60K - $80K,3876
714634983,Unknown,2403
806428908,Unknown,5049
710903358,Less than $40K,3709
712676208,Less than $40K,4084
709005633,$60K - $80K,2112
712102983,Less than $40K,3832
754480233,$40K - $60K,4742
719042208,$60K - $80K,4565
716251608,Less than $40K,4355
715537383,$120K +,3934
709460883,Less than $40K,2437
789325008,Less than $40K,3645
719195733,$60K - $80K,4948
787665258,Less than $40K,2393
710226708,Less than $40K,4573
711982383,$60K - $80K,4694
716345283,$60K - $80K,4277
816850458,$60K - $80K,2448
710842308,$40K - $60K,4150
713132133,Less than $40K,5103
788874333,$120K +,4313
717987258,$40K - $60K,4503
793712658,$80K - $120K,1821
708324483,Less than $40K,4420
768612258,Less than $40K,4171
719659758,$40K - $60K,4194
711313158,Unknown,4962
716483358,$40K - $60K,5481
719829633,Less than $40K,5026
812465958,Unknown,4960
786536808,$80K - $120K,3928
